	gamma	gamma	gamma	gamma	gamma	gamma	gamma	gamma	gamma	gamma	gamma	gamma	gamma	gamma	gamma	rho	rho	rho	rho	rho	rho	rho	rho	rho	rho	rho	rho	rho	rho	rho	tau	tau	tau	tau	tau	tau	tau	tau	tau	tau	tau	tau	tau	tau	tau
pseudo_2418	pseudo_transcript_0	0.3785231050823442	-0.03461924480298311	10	10	pseudo_transcript_0	0.33262868366824105	-0.018870570420106644	10	10	pseudo_transcript_0	0.3276339073964001	-0.024676865901206296	10	10	pseudo_transcript_0	0.4570936738474366	-0.10167500160635627	10	10	pseudo_transcript_0	0.677018707315906	-0.03452629378030047	9.0	9.0	pseudo_transcript_0	0.5998621072883596	-0.010651337228158558	9.0	9.0	pseudo_transcript_0	0.2013419343958014	-0.4873322181026111	9	9	pseudo_transcript_0	0.5905774858777206	-0.16154448433433655	10	10	pseudo_transcript_0	0.4887389357570342	-0.23924331356857295	9	9
pseudo_2419	pseudo_transcript_0	0.26817284022561927	0.010277873873986498	10	10	pseudo_transcript_0	0.6424343650448654	-0.01668121176943237	10	10	pseudo_transcript_0	0.7020192882859447	0.000981998554626758	10	10	pseudo_transcript_0	0.5845596952894805	-0.02566422791944709	10	10	pseudo_transcript_0	0.6217494518435389	0.017333242410830074	10.0	10.0	pseudo_transcript_0	0.9104530213070492	-0.014759712369543378	10.0	10.0	pseudo_transcript_0	0.9349397821532948	-0.05245044551566513	10	10	pseudo_transcript_0	0.9885956576743118	0.08370337284978653	10	10	pseudo_transcript_0	0.9707967634966814	-0.0478175133645409	10	10
pseudo_242	pseudo_transcript_0	0.9402973557172831	0.011600883011699566	10	10	pseudo_transcript_0	0.5726859534001001	-0.004746952949712359	10	10	pseudo_transcript_0	0.7008435920919471	0.007165717369054612	10	10	pseudo_transcript_0	0.8781428044523975	-0.04747245967432819	10	10	pseudo_transcript_0	0.24059468461188172	-0.09151420295619499	10.0	10.0	pseudo_transcript_0	0.29269487830425345	-0.02158138640836857	10.0	10.0	pseudo_transcript_0	0.8863260227746745	-0.07252040081526005	10	10	pseudo_transcript_0	0.1718635027274319	-0.125279924033085	10	10	pseudo_transcript_0	0.2514030917858562	-0.06664278204130807	10	10
pseudo_2420	pseudo_transcript_0	0.16441076397727994	0.019091000114791076	9	9	pseudo_transcript_0	0.8665445336104778	0.0005964492477850228	9	9	pseudo_transcript_0	0.2354322407100522	0.00824732223561687	9	9	pseudo_transcript_0	0.027750362824145867	-0.01039129943562279	9	9	pseudo_transcript_0	0.7287172279419182	-0.014504941718799793	9.0	9.0	pseudo_transcript_0	0.2449402546927788	0.009862093349307875	9.0	9.0	pseudo_transcript_0	0.0019036053759607984	0.30453571929948414	8	8	pseudo_transcript_0	0.7535157269323257	-0.03788229977877831	9	9	pseudo_transcript_0	0.038955333228901524	0.13407190840921143	8	8
pseudo_2421	pseudo_transcript_0	0.033737011331843245	0.048743606404726414	9	9	pseudo_transcript_1	0.2570046020224255	-0.0031938314364555326	9	9	pseudo_transcript_0	0.3382088411504317	0.009553587124893593	8	8	pseudo_transcript_1	0.6332979495638142	-0.009928167275065956	9	9	pseudo_transcript_0	0.691515108460941	-0.07126638284485479	9.0	9.0	pseudo_transcript_0	0.4588847130589443	-0.07670748302949087	9.0	9.0	pseudo_transcript_0	0.20640494744144577	0.254955939148802	8	8	pseudo_transcript_0	0.5488101662471472	-0.35663399859886086	9	9	pseudo_transcript_1	0.7448762415311356	0.00888135086671936	7	7
pseudo_2422	pseudo_transcript_0	0.7199236447823263	-0.0012651730879626368	8	8	pseudo_transcript_0	0.748647735507527	0.0026216435678125907	8	8	pseudo_transcript_0	0.9706301601718273	0.006360555952766355	8	8	pseudo_transcript_0	0.11785222528316996	0.11344275073328967	8	8	pseudo_transcript_0	0.5307540065039342	-0.03984799421504171	8.0	8.0	pseudo_transcript_0	0.22611712033444964	0.04964683076732809	8.0	8.0	pseudo_transcript_0	0.19774013133871304	0.3276936066976256	8	8	pseudo_transcript_0	0.585091418449486	0.105200674017858	8	8	pseudo_transcript_0	0.21931468233538176	0.21714317240717826	8	8
pseudo_2423	pseudo_transcript_0	0.287722620705965	-0.013087153474779262	10	10	pseudo_transcript_0	0.9852077839536043	0.0034837676321519766	10	10	pseudo_transcript_0	0.5544261819399383	-0.014203054147510418	10	10	pseudo_transcript_0	0.12164673370523571	0.052486044071083614	10	10	pseudo_transcript_0	0.38840922655836274	-0.06863062217496295	10.0	10.0	pseudo_transcript_0	0.5711639663753981	0.0610612268945713	10.0	10.0	pseudo_transcript_0	0.18155955540280322	0.10367101307646104	10	10	pseudo_transcript_0	0.3774326452857085	-0.2062405979358044	10	10	pseudo_transcript_0	0.84593367816533	-0.004901223103726542	10	10
pseudo_2424	pseudo_transcript_3	0.19551503267688597	-0.02097941790644058	8	8	pseudo_transcript_3	0.28093218681674514	0.019413320354620425	8	8	pseudo_transcript_1	0.18646808896805223	0.03057568126689426	9	9	pseudo_transcript_0	0.3138834600098046	0.019115505001294157	8	8	pseudo_transcript_0	0.14850238115613698	-0.0020911858392502988	8.0	8.0	pseudo_transcript_0	0.12487380570464882	0.005261457059824902	8.0	8.0	pseudo_transcript_1	0.10890030590778572	0.18093717528305475	9	9	pseudo_transcript_0	0.09079921843837692	0.01947666006906994	8	8	pseudo_transcript_0	0.11527079960468314	0.07914201658101948	8	8
pseudo_2425	pseudo_transcript_0	0.015025701856685994	0.038966868084069566	10	10	pseudo_transcript_0	0.26919152778456523	0.02324762764929521	10	10	pseudo_transcript_0	0.008785567825179513	0.022791116093261676	10	10	pseudo_transcript_0	0.06935251794230589	-0.12102664652989299	10	10	pseudo_transcript_0	0.02738121273022348	-0.09994647806487637	10.0	10.0	pseudo_transcript_0	0.007026003309099174	-0.08971286450079911	10.0	10.0	pseudo_transcript_0	0.34795526801198107	0.04090270007035408	10	10	pseudo_transcript_0	0.13216882638339442	-0.3287943933252385	10	10	pseudo_transcript_0	0.06931365650572752	-0.18840423984064558	10	10
pseudo_2426	pseudo_transcript_1	0.5511648365783464	0.014391426812930834	10	10	pseudo_transcript_2	0.4681937412319528	-0.008974892725137481	5	5	pseudo_transcript_2	0.27583739069274593	-0.004603066415991813	5	5	pseudo_transcript_0	0.3011484280407639	0.017012373995566585	9	9	pseudo_transcript_2	0.3125645329509805	0.03751254221069665	5.0	5.0	pseudo_transcript_2	0.4067632930148686	0.011806511101963638	5.0	5.0	pseudo_transcript_0	0.2514549973298006	0.052480937854965916	10	10	pseudo_transcript_2	0.3838684597434885	0.09829299195254332	5	5	pseudo_transcript_0	0.5216144700401188	0.08051611284076023	10	10
pseudo_2427	pseudo_transcript_0	0.8347118917344811	-0.03177729443909372	9	9	pseudo_transcript_0	0.48440584985150315	-0.021479027829046576	9	9	pseudo_transcript_0	0.7399291069451848	-0.027768683709585296	9	9	pseudo_transcript_0	0.24548221316006746	-0.0568293577279493	9	9	pseudo_transcript_0	0.431843184739399	0.00373118307562618	9.0	9.0	pseudo_transcript_0	0.29583847981863165	-0.02934206639573976	9.0	9.0	pseudo_transcript_0	0.4701605730996826	-0.30865516923149977	9	9	pseudo_transcript_0	0.5676656790519179	-0.1588830781020252	9	9	pseudo_transcript_0	0.5207051656221818	-0.23376912366676242	9	9
pseudo_2428	pseudo_transcript_1	0.4962268269582739	-0.015204664472218396	9	9	pseudo_transcript_0	0.21270985174236468	-0.014379608432269387	10	10	pseudo_transcript_1	0.26182047959757504	-0.020890820324846574	9	9	pseudo_transcript_1	0.5758851507724821	-0.04433586452402901	8	8	pseudo_transcript_1	0.5359666338047331	0.012139672669106429	9.0	9.0	pseudo_transcript_1	0.48006919544379056	-0.01798147133918464	8.0	8.0	pseudo_transcript_1	0.22510153229602792	-0.30325098617582175	9	9	pseudo_transcript_1	0.3206614929938174	-0.07547709886776983	9	9	pseudo_transcript_1	0.17062177860930527	-0.2402800209786322	9	9
pseudo_2429	pseudo_transcript_0	0.1439433073152247	-0.009701154670838966	10	10	pseudo_transcript_0	0.5396055150260817	0.024151104258195093	10	10	pseudo_transcript_0	0.16901878881110688	-0.006623815243996251	10	10	pseudo_transcript_0	0.14085264367893383	0.1454751353488597	10	10	pseudo_transcript_0	0.5367968435042842	0.014687502174135295	9.0	9.0	pseudo_transcript_0	0.07664916701096607	0.003374771690744747	9.0	9.0	pseudo_transcript_0	0.26098907974881425	0.3435726536429589	9	9	pseudo_transcript_0	0.9187239658413962	0.196310030397335	10	10	pseudo_transcript_0	0.4563210587098179	-0.08448095270238098	9	9
pseudo_243	pseudo_transcript_0	0.6668642283423933	0.008503758007351777	10	10	pseudo_transcript_0	0.3423646711719104	-0.023123814024380147	10	10	pseudo_transcript_0	0.6492861707252509	0.007036654062055365	10	10	pseudo_transcript_0	0.13393291579099642	0.06860929608758619	10	10	pseudo_transcript_0	0.5447369314005844	-0.08457530001887714	10.0	10.0	pseudo_transcript_0	0.46219399362877334	0.04907890116480878	10.0	10.0	pseudo_transcript_0	0.15216234013798335	0.24302591418023453	10	10	pseudo_transcript_0	0.3294865195960064	-0.2808684903699595	10	10	pseudo_transcript_0	0.684803273132352	-0.03739930826672579	10	10
pseudo_2430	pseudo_transcript_0	0.6734708575666807	0.014821791078358555	10	10	pseudo_transcript_0	0.09317364428505888	-0.017869427850609236	10	10	pseudo_transcript_0	0.6165506677960049	-0.027687560806264958	10	10	pseudo_transcript_0	0.8271965759954337	0.027581015509242888	10	10	pseudo_transcript_0	0.7667256491315673	-0.03754429318517027	10.0	10.0	pseudo_transcript_0	0.870599337672145	-0.03383447035975424	10.0	10.0	pseudo_transcript_0	0.6094256404534688	0.009913363247186058	10	10	pseudo_transcript_0	0.5557147090568428	-0.39403204474090164	10	10	pseudo_transcript_0	0.7841122176515214	-0.11604201296796411	10	10
pseudo_2431	pseudo_transcript_0	0.5984749405007322	0.011530709193336848	8	8	pseudo_transcript_0	0.5150579714816654	-0.005081681904355779	9	9	pseudo_transcript_0	0.17992957212094884	0.022333307451403012	8	8	pseudo_transcript_0	0.5685066576220149	0.046425419414703024	9	9	pseudo_transcript_0	0.5519921824705896	0.013017080999702143	8.0	8.0	pseudo_transcript_0	0.7454384812393186	-0.02337359530916619	8.0	8.0	pseudo_transcript_0	0.2237059967025572	0.08309272943238018	8	8	pseudo_transcript_0	0.27233511794967735	0.06428304390559307	8	8	pseudo_transcript_0	0.14736361790544955	0.15694658318612345	8	8
pseudo_2432	pseudo_transcript_0	0.4378870434044141	0.006626684872674017	10	10	pseudo_transcript_0	0.9440212093888589	0.012002261698821985	10	10	pseudo_transcript_0	0.7914353237964783	-0.0032193913976798203	10	10	pseudo_transcript_0	0.24170752948045127	-0.12936737184363717	10	10	pseudo_transcript_0	0.5389339339175168	-0.02735479660470207	10.0	10.0	pseudo_transcript_0	0.6582981588176401	-0.07708517964699131	10.0	10.0	pseudo_transcript_0	0.6128760501335042	-0.07673888164094515	9	9	pseudo_transcript_0	0.38981082598492645	-0.136274756399919	9	9	pseudo_transcript_0	0.7574529673737953	-0.10195949766176164	9	9
pseudo_2433	pseudo_transcript_0	0.451277771385609	-0.010350829227177507	8	8	pseudo_transcript_0	0.3921165773525088	0.011280322783156181	8	8	pseudo_transcript_0	0.9663862725281923	0.0031494953027919616	8	8	pseudo_transcript_0	0.10799015764453364	0.07724489437283359	8	8	pseudo_transcript_0	0.3245953247671117	0.0425921082346743	8.0	8.0	pseudo_transcript_0	0.06576265640273861	0.05916984813495444	8.0	8.0	pseudo_transcript_0	0.24725928710785716	0.21895680269216147	8	8	pseudo_transcript_0	0.23191817571029072	0.1683045319182449	8	8	pseudo_transcript_0	0.07910849619648698	0.19113936716718585	8	8
pseudo_2434	pseudo_transcript_0	0.4931122202803814	-0.01327251936789852	8	8	pseudo_transcript_0	0.9310528041359303	0.011662865264196456	9	9	pseudo_transcript_0	0.44046831570488454	-0.00927874409590985	8	8	pseudo_transcript_0	0.05123618235784068	-0.07064661174377927	8	8	pseudo_transcript_0	0.2850471384301837	-0.16493617452704593	9.0	9.0	pseudo_transcript_0	0.12865973691409507	-0.09362278934312447	8.0	8.0	pseudo_transcript_0	0.043381666297322	-0.3114892088141323	8	8	pseudo_transcript_0	0.4877495183005992	-0.3359676915426882	8	8	pseudo_transcript_0	0.058156485662186855	-0.25748238032688303	8	8
pseudo_2435	pseudo_transcript_1	0.044810603965665996	-0.027544211591068308	10	10	pseudo_transcript_1	0.12297646976180746	-0.010736162559359606	10	10	pseudo_transcript_1	0.027358100349721252	-0.02656655762311874	10	10	pseudo_transcript_1	0.9592394711090827	0.0027578602530640406	10	10	pseudo_transcript_0	0.163887682650793	-0.02922557462426931	10.0	10.0	pseudo_transcript_0	0.349603628292703	-0.01358040718045203	10.0	10.0	pseudo_transcript_1	0.3189100370640011	-0.14021687510248124	10	10	pseudo_transcript_0	0.07540734655966576	-0.2224953187068239	10	10	pseudo_transcript_1	0.09477335516433853	-0.19885525919207372	10	10
pseudo_2436	pseudo_transcript_0	0.5617474280881053	-0.014488430278775721	10	10	pseudo_transcript_0	0.09916643765300759	0.03612909739902667	10	10	pseudo_transcript_0	0.4534175180601754	0.008467462999179555	10	10	pseudo_transcript_0	0.43884366179820344	0.04632972020207412	10	10	pseudo_transcript_0	0.2260738690460532	-0.012640266165308106	10.0	10.0	pseudo_transcript_0	0.2747223241637766	0.052687194609084644	10.0	10.0	pseudo_transcript_0	0.6319120901176918	0.25533012658659887	10	10	pseudo_transcript_0	0.05301331079575813	0.1568500984431523	10	10	pseudo_transcript_0	0.15151863919608752	0.277054985423348	10	10
pseudo_2437	pseudo_transcript_1	0.04667108396119291	-0.028227934342369438	5	5	pseudo_transcript_3	0.35199561025051196	-0.009566484128036328	4	4	pseudo_transcript_1	0.11242359267460315	-0.0154956243176812	5	5	pseudo_transcript_2	0.2719989061562482	0.06763776712654275	5	5	pseudo_transcript_2	0.4544101573740206	0.020821856382981896	5.0	5.0	pseudo_transcript_2	0.28716375631633695	0.03562232011887403	5.0	5.0	pseudo_transcript_2	0.1566110635016837	0.13797621812785613	4	4	pseudo_transcript_2	0.7097716819182113	0.05264685163100779	6	6	pseudo_transcript_2	0.4141447147163817	0.09531153487943196	4	4
pseudo_2438	pseudo_transcript_0	0.8228351147368019	0.009644732268362162	10	10	pseudo_transcript_0	0.3648773285854884	0.004495045638075773	10	10	pseudo_transcript_0	0.537031692251777	0.007456394883928193	10	10	pseudo_transcript_0	0.7579052956438004	-0.06489288167807293	10	10	pseudo_transcript_0	0.28266613464107837	-0.05643606767679357	10.0	10.0	pseudo_transcript_0	0.5458698651679268	-0.040456991697341786	10.0	10.0	pseudo_transcript_0	0.5774693929037269	-0.19231081529872865	10	10	pseudo_transcript_0	0.23235325043314836	-0.12146004934400899	10	10	pseudo_transcript_0	0.40339664803235853	-0.09736885125539922	10	10
pseudo_2439	pseudo_transcript_0	0.5223217483662743	-0.01964010831167518	10	10	pseudo_transcript_0	0.7532194640057425	-0.009563270661856606	10	10	pseudo_transcript_0	0.992091645225783	-0.009318848892780224	10	10	pseudo_transcript_0	0.16398259021652417	-0.07131681746632641	10	10	pseudo_transcript_0	0.8471705593503087	0.04430870367670567	10.0	10.0	pseudo_transcript_0	0.44770106762807116	-0.062617561667264	10.0	10.0	pseudo_transcript_0	0.20271693845681626	-0.06768581780453715	10	10	pseudo_transcript_0	0.6910396668378938	0.12395121032985634	10	10	pseudo_transcript_0	0.3525223933831204	-0.05526788623430159	10	10
pseudo_244	pseudo_transcript_0	0.3772438786604949	0.009526413017156957	10	10	pseudo_transcript_1	0.21198676434554498	0.04578603692607828	10	10	pseudo_transcript_0	0.17727393055392404	0.023212641731286773	10	10	pseudo_transcript_0	0.2315086798543815	0.0428007111012095	10	10	pseudo_transcript_1	0.44406643466882245	-0.08506434083785842	10.0	10.0	pseudo_transcript_1	0.07938814711403872	-0.047380391254199496	10.0	10.0	pseudo_transcript_0	0.12475122381289513	0.1670395319098078	9	9	pseudo_transcript_0	0.3535185909254589	0.1727787399913933	9	9	pseudo_transcript_0	0.06268100212715884	0.2301021226183381	9	9
pseudo_2440	pseudo_transcript_0	0.5010219981706353	-0.012388615792521566	10	10	pseudo_transcript_0	0.36466859601982216	0.01929708201012503	10	10	pseudo_transcript_0	0.7993882208578471	-0.004510142090322733	10	10	pseudo_transcript_0	0.6872977486832064	0.04864079476610772	10	10	pseudo_transcript_0	0.43394006278752695	0.04570158080851306	10.0	10.0	pseudo_transcript_0	0.21514558767647196	0.05546356238009548	10.0	10.0	pseudo_transcript_0	0.8300550126544888	0.17783073245137346	10	10	pseudo_transcript_0	0.09297521805794363	0.21021007313138163	10	10	pseudo_transcript_0	0.250738598355699	0.13214939834228687	10	10
pseudo_2441	pseudo_transcript_0	0.9738996435374441	0.01713891763984782	10	10	pseudo_transcript_0	0.46504251118593065	-0.009228431655321364	10	10	pseudo_transcript_0	0.8624482200544079	0.001781242307866444	10	10	pseudo_transcript_0	0.7693864027002129	-0.11443493107218565	10	10	pseudo_transcript_0	0.3048129233801764	-0.01920452699014803	10.0	10.0	pseudo_transcript_0	0.599226113764775	-0.03689586736530922	10.0	10.0	pseudo_transcript_0	0.8340935425611178	-0.0414604639598011	10	10	pseudo_transcript_0	0.2506968453031688	-0.258065951685863	10	10	pseudo_transcript_0	0.4002344909696186	-0.07403378388182723	10	10
pseudo_2442	pseudo_transcript_0	0.695187518518108	0.0020188366269281604	10	10	pseudo_transcript_0	0.9735661708326399	0.006247026862536285	10	10	pseudo_transcript_0	0.9150657533161658	-0.010792200511286426	10	10	pseudo_transcript_0	0.23305752760288412	-0.03762189148519256	10	10	pseudo_transcript_0	0.4431187900899213	-0.01664641795634329	10.0	10.0	pseudo_transcript_0	0.2193218743800125	-0.04808969245782133	10.0	10.0	pseudo_transcript_0	0.18052049162269102	-0.19201370657618164	10	10	pseudo_transcript_0	0.5154572473290926	-0.15744992151173887	10	10	pseudo_transcript_0	0.14101984339980822	-0.1084319029653366	10	10
pseudo_2443	pseudo_transcript_1	0.5406812671343675	-0.04348791444755524	10	10	pseudo_transcript_0	0.6291432189974957	0.007293375304931284	9	9	pseudo_transcript_0	0.6123651172791591	0.0024885090314150826	9	9	pseudo_transcript_1	0.4150358120634101	-0.10009224005300531	9	9	pseudo_transcript_0	0.2189033212728635	-0.10819871983949096	9.0	9.0	pseudo_transcript_0	0.6409600166959541	-0.045608778450787625	9.0	9.0	pseudo_transcript_1	0.24573969336083945	-0.23128286525867048	10	10	pseudo_transcript_0	0.2750580738149313	-0.32897162598672464	9	9	pseudo_transcript_1	0.6694981584320223	-0.014460330468711905	10	10
pseudo_2444	pseudo_transcript_1	0.1759741752685503	0.04305166790763715	10	10	pseudo_transcript_0	0.2875523854799441	-0.011846272850295228	10	10	pseudo_transcript_0	0.15452374063335456	-0.00979162493595188	10	10	pseudo_transcript_0	0.10850496586793147	-0.06814386179333742	10	10	pseudo_transcript_0	0.518354575235233	0.04127166183592085	10.0	10.0	pseudo_transcript_1	0.22052571951801714	-0.01668307893078499	10.0	10.0	pseudo_transcript_0	0.3278849705256799	-0.11939291185677718	10	10	pseudo_transcript_0	0.2464636581036903	-0.0741271717550805	10	10	pseudo_transcript_1	0.3842086647504612	-0.07370194655608102	10	10
pseudo_2445	pseudo_transcript_0	0.7227610556282802	0.01108402797093698	10	10	pseudo_transcript_0	0.9910391445110831	0.010955756144706431	9	9	pseudo_transcript_0	0.9646530177378697	-0.007030046047629496	9	9	pseudo_transcript_0	0.9299138086687421	0.07817024799493315	10	10	pseudo_transcript_0	0.04824759392734305	0.0942993304258543	9.0	9.0	pseudo_transcript_0	0.3617509095661763	0.040670840940266004	9.0	9.0	pseudo_transcript_0	0.976492164457205	0.40775569346588963	10	10	pseudo_transcript_0	0.044247548310855186	0.29710801610114657	9	9	pseudo_transcript_0	0.2831547425125387	0.18979390549654332	9	9
