		gamma	gamma	gamma	gamma	gamma	gamma	gamma	gamma	gamma	gamma	gamma	gamma	rho	rho	rho	rho	rho	rho	rho	rho	rho	rho	rho	rho	tau	tau	tau	tau	tau	tau	tau	tau	tau	tau	tau	tau
		Rep1	Rep1	Rep1	Rep1	Rep2	Rep2	Rep2	Rep2	ave_Rep1_Rep2	ave_Rep1_Rep2	ave_Rep1_Rep2	ave_Rep1_Rep2	Rep1	Rep1	Rep1	Rep1	Rep2	Rep2	Rep2	Rep2	ave_Rep1_Rep2	ave_Rep1_Rep2	ave_Rep1_Rep2	ave_Rep1_Rep2	Rep1	Rep1	Rep1	Rep1	Rep2	Rep2	Rep2	Rep2	ave_Rep1_Rep2	ave_Rep1_Rep2	ave_Rep1_Rep2	ave_Rep1_Rep2
		Mann-Whitney p-value	average phenotype of strongest 3	sgRNA count_MW	sgRNA count_avg	Mann-Whitney p-value	average phenotype of strongest 3	sgRNA count_MW	sgRNA count_avg	Mann-Whitney p-value	average phenotype of strongest 3	sgRNA count_MW	sgRNA count_avg	Mann-Whitney p-value	average phenotype of strongest 3	sgRNA count_MW	sgRNA count_avg	Mann-Whitney p-value	average phenotype of strongest 3	sgRNA count_MW	sgRNA count_avg	Mann-Whitney p-value	average phenotype of strongest 3	sgRNA count_MW	sgRNA count_avg	Mann-Whitney p-value	average phenotype of strongest 3	sgRNA count_MW	sgRNA count_avg	Mann-Whitney p-value	average phenotype of strongest 3	sgRNA count_MW	sgRNA count_avg	Mann-Whitney p-value	average phenotype of strongest 3	sgRNA count_MW	sgRNA count_avg
gene	transcripts																																				
INSC	ENST00000379556.3	0.08145724216289392	0.024219142253011607	7	7	0.4854203755774009	-0.014096449573519054	7	7	0.388707170365328	0.004683378268414894	7	7	0.2560349778332346	-0.0877187156501229	7	7	0.7069709940313358	-0.018882245617968734	7	7	0.2868424973246826	-0.03332149066262176	7	7	0.7030782870524435	-0.10338837244703432	7	7	0.5188267321176747	-0.08249799321940572	7	7	0.40961100346542934	-0.061992974606259445	7	7
INSC	ENST00000530161.1	0.12756535056760027	0.013548617142282967	8	8	0.9869710485974647	0.006178700280951527	8	8	0.22708766590396023	0.006454763626651595	8	8	0.9360530117120813	-0.018262199865752553	8	8	0.5663791230430659	-0.015532898663468547	8	8	0.7658623033405121	-0.012714730299352286	8	8	0.2932255353091052	0.14447395512919864	7	7	0.5472165127477964	-0.04458186140875059	8	8	0.8094280867875405	-0.03247526754704742	7	7
INSL3	all	0.4251916734650406	0.03588150536039575	10	10	0.0306696971933133	-0.03617395356912284	10	10	0.4707965230564378	-0.012081591413109383	10	10	0.8547682685101021	-0.014042894861649308	10	10	0.35329908551759726	0.04481278647186734	10	10	0.43394010380758286	0.015586726794032148	10	10	0.3992317144920796	0.04785067439679722	10	10	0.6849023857864294	0.021325496951618107	10	10	0.8064574213405938	0.032461560131980496	10	10
INTS1	all	0.4082308761331426	-0.026779094017855543	10	10	0.7601192842259272	-0.0356190930147735	10	10	0.44062442240394106	-0.03599327715752696	10	10	0.13683823138207313	0.09663595383184188	9	9	0.49617055700738655	-0.1688502834868947	10	10	0.042871485655314207	0.055685776633132344	9	9	0.4248720584904393	-0.2509333328840539	10	10	0.45515631689566194	-0.657981315208474	10	10	0.18075262636059808	-0.5213073841407908	10	10
IPMK	all	0.49754332027424086	-0.008765507939594656	9	9	0.5611725918708661	0.009711882050408826	9	9	0.8003206991531996	-0.0009692673626143089	9	9	0.3289049525988693	-0.06679426375942184	9	9	0.6998946740268764	-0.014134634603872542	9	9	0.8053162468220894	-0.015024319437639206	9	9	0.19957042679622383	-0.10275142477348703	9	9	0.4386052727524409	-0.04329734380546956	9	9	0.9712360143908217	-0.060574242691010534	9	9
IPO11	all	0.9798729686095775	-0.015784597823048366	10	10	0.44386837943126767	-0.028014437840198737	10	10	0.8512438967829357	-0.026844136549359226	10	10	0.8790801417978463	0.0177652977591756	10	10	0.07346700491942494	0.11638290198442874	10	10	0.2541693663787362	0.05352677059469324	10	10	0.6373040978940434	-0.025201194530003607	10	10	0.23594360446654006	0.39899785659535	10	10	0.27614625442888974	0.1087701355640362	10	10
IPO5	ENST00000357602.3	0.6106219770857528	-0.00855440841156468	9	9	0.5480726808793467	-0.004722506360758945	9	9	0.9483326197818474	-0.0043968014168711414	9	9	0.39547052682255857	0.06671876548198494	9	9	0.7755614081788688	-0.023737000325700284	9	9	0.42408837808623756	0.036391066924769976	9	9	0.6354568302735963	0.20940211922630117	9	9	0.7200539852636911	-0.08752977691587922	9	9	0.5466371178521217	0.09695770128049978	9	9
IPO5	ENST00000490680.1	0.36962456030004287	-0.00244527905917376	10	10	0.6807513229907183	-0.009588831009572552	10	10	0.34598001990814164	0.005558374626971428	10	10	0.6081859463800412	0.037846366560650956	10	10	0.5690650138077187	-0.023374870900767192	10	10	0.9760527614821933	0.019437456635934137	10	10	0.27999850923280134	0.096628940059711	10	10	0.685486001664804	-0.06873794439573845	10	10	0.6789009427980771	0.038501924031574465	10	10
IPPK	all	0.7414474528840408	0.0018072124887071953	10	10	0.6877056026868968	0.011820126204826356	10	10	0.9075206082218238	0.007541202058310902	10	10	0.0052076046072585215	-0.11831548286417688	10	10	0.06171129856938787	-0.10083548086178773	10	10	0.003566702834006052	-0.09822503596451353	10	10	0.02124854176566841	-0.3196957741288769	9	9	0.03891883239819052	-0.29909952105760595	10	10	0.012216524779513752	-0.2874516908444768	9	9
IQGAP1	all	0.06882273390750429	0.02672260164486333	10	10	0.46552470154116643	0.013814340097019396	10	10	0.07563510885416291	0.021892951588392096	10	10	0.18312821996363127	-0.0761271249337866	10	10	0.15125277359448935	-0.06689180300575741	10	10	0.07748750521695616	-0.060710057504503555	10	10	0.6866695258666051	-0.0622214971770512	10	10	0.44681058108164107	-0.2675691229326694	10	10	0.31901258356415074	-0.0749100701861911	10	10
IREB2	all	0.6565752497520646	0.007493699139427395	10	10	0.3316456100810161	-0.026615399788985288	10	10	0.8159715250676294	-0.012319647807851797	10	10	0.07422663350371411	-0.10775432904865555	10	10	0.6223121887572616	-0.04067005047553624	10	10	0.10255849450760242	-0.06139466893506302	10	10	0.10594281391222422	-0.2532905796573398	10	10	0.3759323477033837	-0.19646874688433744	10	10	0.08300742342256229	-0.1887095046186257	10	10
IRF1	ENST00000245414.4	0.13893827515055523	-0.035187491227023124	9	9	0.0630946522746619	-0.02893825606024593	9	9	0.014744290639567895	-0.027232827491057945	9	9	0.26898113181347894	-0.0648090764199616	9	9	0.6046471946374326	0.040942128396404875	9	9	0.6352319768092063	-0.026225349600309544	9	9	0.04272290996685024	-0.29842571620691144	9	9	0.9362634118605043	-0.09353710872709668	9	9	0.22714921813439226	-0.138348148439665	9	9
IRF1	ENST00000405885.2	0.2615846781616967	-0.004770838067490703	10	10	0.23445950203400112	-0.025537130087346097	10	10	0.14358030624808163	-0.019330743768924116	10	10	0.6037582394024432	0.04760333339619529	10	10	0.17948598019663364	-0.04443033678356256	10	10	0.6513628131974492	0.021874277500693696	10	10	0.8493542003850035	-0.028624497519301073	10	10	0.06473772535688024	-0.2557038574618513	10	10	0.37288233561013007	-0.09651025836893107	10	10
IRF2BPL	all	0.11741342484337475	-0.027456729338952615	10	10	0.06590849846066425	-0.012270370916684113	10	10	0.018226008853584177	-0.012411855434125431	10	10	0.4650437468401344	-0.11572037939642833	10	10	0.3954566770186623	-0.05906987268382357	10	10	0.1483840853293334	-0.06467803126580478	10	10	0.13599583859039183	-0.3342815131397922	10	10	0.07436982037229056	-0.2936116547272673	10	10	0.008264264870148499	-0.1890785276796646	10	10
IRF4	all	0.3725155626994693	0.02002584792057559	8	8	0.28468367347774737	-0.010717084560435427	9	9	0.09042079464813117	0.02867830344519236	8	8	0.5360459606119259	0.0009602923401525557	8	8	0.9896144594019415	0.010772108059148605	9	9	0.9924968504031992	-0.02265011915269752	8	8	0.15917153965429476	-0.00506385488728688	8	8	0.6054031817597593	0.020582441373069988	9	9	0.34985004427348887	0.0240441803504635	8	8
IRS1	all	0.005074002747381009	-0.04260816560482623	10	10	0.15511619858624426	-0.011870206236283687	10	10	0.004860374231405088	-0.028847692332996482	10	10	0.012187496140897867	0.1292413295853026	10	10	0.8787835883346092	-0.01935519162243008	10	10	0.07911433122113146	0.06307445626359086	10	10	0.13778245311544873	0.24951413307847567	10	10	0.4684466622437211	-0.17542217710491417	10	10	0.8264539614127389	0.042754720744209794	10	10
IRS2	all	0.0022010242326480586	-0.059213858454834324	10	10	0.44108401268495434	-0.011102063550679492	9	9	0.012432031793540901	-0.030241418188553654	9	9	0.33264394919624163	-0.06428831744304726	9	9	0.19216860241688616	-0.08605905838939915	9	9	0.08103298426434667	-0.048705149147984794	9	9	0.009995922600856775	-0.2172933253484375	10	10	0.11303710121822697	-0.28288632034604067	9	9	0.008982246820125753	-0.2209322106013206	9	9
IRS4	all	0.9864763638734222	0.009220773495022058	10	10	0.5169050807628304	0.015639135652457958	10	10	0.4630274945847397	0.005039712778354067	10	10	0.9289691882234999	-0.01811919805198298	10	10	0.7147012252150102	0.015807786292832405	10	10	0.7070474773303914	-0.02515867604763274	10	10	0.9001802046844404	-0.08070197760530777	10	10	0.44847272927738047	0.07231709743435623	10	10	0.5019445514362959	-0.06213031445731517	10	10
ITGA5	all	0.07105071835286272	-0.050555257760722	8	8	0.5439427437779725	-0.009266997447544565	8	8	0.03648095566994285	-0.02834531518048138	8	8	0.9735285154637561	0.05564985832200383	7	7	0.44694782802711264	-0.019691702091236458	8	8	0.948832780915283	0.035575885498669434	7	7	0.501109646513155	0.16433151744252822	8	8	0.5363295057747535	-0.17556614198241097	8	8	0.7428127702488975	-0.08815362175679732	8	8
ITGA8	all	0.7940649970372037	-0.008563547442664963	9	9	0.678959607600685	-0.017601526865638595	9	9	0.41661426591490114	-0.004189304685556471	9	9	0.6563760865051675	-0.08828117549712078	9	9	0.09125517727423993	0.04182117625873003	9	9	0.4444257921131436	0.01874181133397321	9	9	0.8291237157176821	-0.12515741457943474	9	9	0.1679872631755429	0.11277896110933544	9	9	0.6003457979481603	0.07629131556541648	9	9
ITGAV	all	0.07421474437766865	0.011029113361755521	10	10	0.3594744738856671	-0.014076930859002912	10	10	0.4751980217570929	-0.00963939111198295	10	10	0.8216449289438242	-0.0031266392520753242	10	10	0.0224601567449874	0.08981297139686799	10	10	0.09906885810002238	0.06760114859326696	10	10	0.4450151021372759	0.1680658290723712	10	10	0.039944366605563095	0.07900968986810038	10	10	0.09040465166224682	0.2330472051446648	10	10
ITGB1	ENST00000302278.3	0.9325169300571411	0.004184267766039488	8	8	0.4549352787871156	-0.01355028398417169	8	8	0.46937586868372805	-0.0013245302806570373	8	8	0.6108415184231427	-0.04237323648751456	8	8	0.7656596185032681	0.05717748490983957	8	8	0.6043798301446851	-0.006964426216450719	8	8	0.40251159959846006	0.03163022156076459	8	8	0.8325321428774555	0.0866891557320752	8	8	0.5789037887149422	-0.05590871865525416	8	8
ITGB1	ENST00000396033.2	0.4067732308188313	0.007213967188151701	8	8	0.7691397312293105	-0.020302203820487367	8	8	0.9642646784836875	-0.006286990978710755	8	8	0.16720958698992927	-0.06264330613637704	8	8	0.03375950400674826	0.09427717683318904	8	8	0.41840769231608843	0.011840495518644542	8	8	0.3645939394977129	-0.1592648465156562	8	8	0.03852362118260048	0.10186099140053313	8	8	0.2887302459033072	0.023845106915118847	8	8
ITGB1	ENST00000396033.2,ENST00000302278.3	0.5842550155991602	-0.024604813680462127	2	2	0.999294178294831	0.0008444426637406891	2	2	0.7712515869631748	-0.01188018550836072	2	2	0.7390032741737933	-0.02253284583140412	2	2	0.2681570443422767	-0.03843309298959055	2	2	0.3993257432294264	-0.03048296941049733	2	2	0.7363731557694055	-0.14364343909269695	2	2	0.33489367746985543	-0.11597048562286313	2	2	0.5294550656668978	-0.12980696235778005	2	2
ITGB1	ENST00000423113.1	0.5141919060226038	-0.007533589683229196	6	6	0.6118404234632483	-0.0034706893962788365	6	6	0.30552619726745056	-0.003566303057131329	6	6	0.7832716139710281	-0.01496218363716798	6	6	0.8764456771113147	0.001780620939852852	6	6	0.9344271266231844	-0.004012416400253232	6	6	0.551752968125062	-0.05505355392265732	6	6	0.7600385898781425	0.015101550372031933	6	6	0.5774910580043624	-0.003288305214942583	6	6
ITGB1BP1	ENST00000355346.4	0.7647948375756686	-0.004404027477112441	10	10	0.5138483483101022	0.0008670924028194525	10	10	0.8830599291953145	-0.01177062137641677	10	10	0.6538050207510075	-0.03280685875980207	10	10	0.21306631044373625	0.11155035497614434	10	10	0.4334699890294964	0.025761523443222748	10	10	0.74282195385722	-0.09857291605931895	10	10	0.2645490838396899	0.16175325788768927	10	10	0.5190038568325046	0.17062249963736595	10	10
ITGB1BP1	ENST00000360635.3	0.720913838653751	-0.011888138625063651	8	8	0.2978033560386216	0.020196371620505804	9	9	0.1584889292771542	-0.009906442611538252	8	8	0.8380823999630063	0.021349847283939117	8	8	0.46296420196078436	-0.005770818929804429	9	9	0.5802350925650104	-0.02043348202545942	8	8	0.8571583335644992	-0.08698699695521228	8	8	0.4978754158283061	0.13354300551857515	9	9	0.3213955389894313	-0.10620260391116947	8	8
ITGB2	ENST00000302347.5	0.1251585683891647	-0.007103347311242639	8	8	0.8946630315425044	0.0032312550052404315	8	8	0.20094307411364165	-0.005281705457545742	8	8	0.019420654165823795	0.09845564095852005	8	8	0.43244346387464727	-0.003837019327986755	8	8	0.1945292918986975	0.008711446494613709	8	8	0.10391322822203203	0.2628598089328411	8	8	0.5738438172697946	-0.18599666524554245	8	8	0.3568536999576539	-0.00617943970141363	8	8
ITGB2	ENST00000355153.4,ENST00000397850.2	0.8117459333697316	-0.00934795812864961	9	9	0.01326708967611889	0.050727191538214554	10	10	0.2869559658101989	0.02464362246494421	9	9	0.32739637582993686	0.05287206519228085	10	10	0.5428871694904787	-0.028205550100815286	10	10	0.6048009287315657	0.02117285298116653	10	10	0.3048127875746003	0.15615055226182192	10	10	0.33997559501864927	0.06634975230447117	8	8	0.342934245621076	0.10132749659390429	8	8
ITGB2	ENST00000397852.1	0.7937536775764416	-0.011157575845867893	6	6	0.8419426130714753	-0.01011533644867358	6	6	0.7063601923799363	-0.000671014495661019	6	6	0.34151376346890583	-0.031312314045626205	6	6	0.9290307662653096	-0.013535857711962787	6	6	0.39868210583779984	-0.012004297638919312	6	6	0.2158516105790218	-0.06265488631763783	6	6	0.9660154391017968	-0.004548391521063612	6	6	0.387628195891335	-0.06065822185174277	6	6
ITGB2	ENST00000397857.1	0.9052374703933888	-0.0032601627195410904	3	3	0.1340803422675409	-0.013762697835319566	3	3	0.2506518483176483	-0.008511430277430329	3	3	0.3974040487059227	-0.03644310548714994	3	3	0.8116185743826734	-0.006930215427514925	3	3	0.462015604354022	-0.02168666045733243	3	3	0.3599537117004905	-0.10230924475421166	3	3	0.4257341330148444	-0.07795540672585634	3	3	0.27871443282034525	-0.09013232574003399	3	3
ITGB3	all	0.1389293571637412	-0.0019506993933354523	10	10	0.6308922790356266	0.006929372737264697	10	10	0.5359863692576703	-0.0046493381076782025	10	10	0.32680966316938787	0.04330670256621951	10	10	0.2893193954125819	0.036351194641193234	10	10	0.13831774006004932	0.03270754614111474	10	10	0.6501510503563265	0.12316383900756885	10	10	0.2741880151101679	0.16362543098102636	10	10	0.22118453503493507	0.1637169371661346	10	10
ITGB3BP	all	0.2032147803737563	-0.009922822173845817	10	10	0.1540876879936905	-0.03058884014230118	10	10	0.045907854863198753	-0.023528041188944398	10	10	0.876580960447894	0.0644822031033302	10	10	0.9324068361120303	0.020758213831443776	10	10	0.912992124702244	0.03813576991960576	10	10	0.7731183123249966	0.14134537521871668	10	10	0.5861991857163107	-0.11142991853255012	10	10	0.44632996969053873	-0.024575341303999753	10	10
ITGB5	all	0.7192200254970487	0.007416863384519991	10	10	0.1708055214959624	-0.03183657015586417	10	10	0.29689299067528174	-0.016417054735763593	10	10	0.0516944877629919	-0.021914619211629825	10	10	0.48018044471269916	0.010120273741254177	10	10	0.5684467898500524	-0.03734594186426349	10	10	0.08862182901168507	-0.18778072479057406	10	10	0.9860615938832628	0.027783735921628205	10	10	0.35712495355953455	-0.11052278200493892	10	10
ITIH6	all	0.08574650056588409	0.021924118421124742	10	10	0.20825533400377017	-0.01120536870211466	10	10	0.9106634447528172	0.010280292348210372	10	10	0.8296667695909705	-0.030943424929946537	10	10	0.26537729296051904	-0.03903735066520044	10	10	0.30122164491926107	-0.016345500801959994	10	10	0.5733953787322272	-0.04265172956853667	10	10	0.10038654241356221	-0.25039603602115396	10	10	0.3475444471217981	-0.0780615990641556	10	10
ITM2A	all	0.609993987844168	0.0007312956406003863	10	10	0.7338277830584063	-0.03956295890851979	10	10	0.5823828215139711	-0.011725173028254722	10	10	0.12463239101792158	0.05123683857914193	10	10	0.5804657366095853	0.05149313772627989	10	10	0.2293954863163642	0.09467125532338094	10	10	0.16077544904219887	0.14089211464998366	10	10	0.7175685507853488	0.09735682224614932	10	10	0.27296560092632927	0.14163198535614704	10	10
ITPR1	ENST00000302640.8,ENST00000423119.2,ENST00000357086.4	0.5474842712610435	-0.012997824372443463	10	10	0.051094877621023306	0.01887701125909145	10	10	0.171737841986339	0.0015481695767914291	10	10	0.5074464281296123	0.09977622518830272	10	10	0.9898332565865392	0.038869857804795745	10	10	0.7643457639905561	0.05030688004844755	10	10	0.6395801929961766	0.21156794087533762	10	10	0.335827051880632	0.1559434468537784	10	10	0.3694393451087965	0.12857113355670577	10	10
ITPR1	ENST00000443694.2	0.6103306787230722	0.014131576727159015	9	9	0.7342889365860046	-0.009780472835208226	9	9	0.610312954577475	0.007959089275561779	9	9	0.009408553314822772	-0.08796103917346217	9	9	0.021037140796193232	0.14354230051946937	9	9	0.6232443649387409	0.007925310957044449	9	9	0.023829326258361365	-0.21855399010366097	9	9	0.05297552177982829	0.517223086653418	9	9	0.4209740950307498	0.17571426977519053	9	9
ITPR2	all	0.1889014899984347	-0.01579221774812802	10	10	0.2913236432378231	-0.05287803259948335	10	10	0.4336075064816889	-0.04856229388396258	10	10	0.5726392690431237	0.07782869674694015	10	10	0.07088010216396133	0.12356638739159086	10	10	0.09083498906082021	0.09719809278952578	10	10	0.17768585326661213	0.09800873349475275	10	10	0.34023142157884645	0.2454003682957041	10	10	0.08172950674461592	0.06923131040418251	10	10
IVD	ENST00000249760.2	0.17197567608969944	0.028351567666798416	8	8	0.12553738192534492	-0.028210875934083213	8	8	0.9621433371067185	0.011747689329612994	8	8	0.28679675035932095	-0.05944684509550502	8	8	0.19328015001258636	-0.08599361168986597	8	8	0.11925227615048256	-0.08631705527532836	8	8	0.5555719235090887	-0.04423938086174926	8	8	0.04671961116952567	-0.28746307853535663	8	8	0.1231636293333302	-0.20810570498159917	8	8
IVD	ENST00000487418.2	0.5969441483453359	0.0030099243197092003	8	8	0.33442410546957113	0.006334103950225053	8	8	0.7504440735871193	-0.0019878790330068543	8	8	0.619881837569993	-0.03489415278064958	8	8	0.27778795575828075	0.07989397583646485	8	8	0.6760906368026387	0.029415209632809174	8	8	0.5466436220475012	-0.06834484314629953	8	8	0.13449150437411095	0.1822375217415044	8	8	0.48679135735338974	0.16441273459020722	8	8
IVD	all	0.6001416964137832	0.005623354823537644	2	2	0.09576665466008688	-0.021494708307377014	2	2	0.3373839628102654	-0.007935676741919685	2	2	0.5097420414369611	0.020855979410580445	2	2	0.6264826167951426	0.03325537833695855	2	2	0.42490117612559875	0.0270556788737695	2	2	0.3534986237008444	0.08452562725423889	2	2	0.8972721370457466	0.01539012525148302	2	2	0.6229295567845704	0.04995787625286095	2	2
JAG2	all	0.4907953503254877	-0.003614220309130386	10	10	0.9468472962935763	-0.017097454916625468	10	10	0.7472010231104753	-0.013483132386251264	10	10	0.5579030586487126	-0.031199902534881932	10	10	0.7564092843428956	-0.02994771416150886	10	10	0.5870442686138253	-0.012674750382525503	10	10	0.948248074265794	0.10264174098246918	10	10	0.8832049731101493	0.029441399201885998	10	10	0.8220696069974893	-0.07054480615954403	10	10
JAZF1	all	0.2826049095394245	-0.028319761795583268	9	9	0.9688102394725691	0.01141854313445839	9	9	0.40519647310426776	-0.007300589373440476	9	9	0.2602152431846946	-0.0342087580282306	9	9	0.9819100975445539	-0.022223579316651088	9	9	0.42457784657705433	-0.020960307891917027	9	9	0.18358268309871562	-0.27981620139782365	9	9	0.9896445824834663	0.06130481939726153	9	9	0.32565568095754904	-0.19447804527123255	9	9
JKAMP	all	0.432089586647736	0.003279234844829919	10	10	0.16401020939179278	-0.030045259811914898	10	10	0.18477317778438873	-0.010291269563320521	10	10	0.6101276100980759	0.011234036404250232	10	10	0.7524761233633237	0.0331441283565056	10	10	0.8920734697166668	0.022083482438218158	10	10	0.6164144600160585	0.01795195182151874	10	10	0.587018969564176	0.030918805500377528	10	10	0.6136414204825604	-0.05172499054974274	10	10
JMJD7	all	0.2165467358249089	0.043541359751544495	9	9	0.46563497732962045	-0.002292394545352145	9	9	0.2087047019934044	0.021928165300513492	9	9	0.15331252600625375	-0.13656080131124584	9	9	0.12168753398204481	-0.023803978130934506	9	9	0.04058448628314715	-0.08585048017842258	9	9	0.2758783130649094	-0.07635317691849146	9	9	0.12678306445395787	-0.037261743699952575	9	9	0.060614785424940906	-0.03884134999242061	9	9
JMY	all	0.5440774852809451	-0.01676814833680096	10	10	0.6122241388711867	-0.019522176450254343	10	10	0.9623695765662521	-0.013330469765307343	10	10	0.5225340568072848	-0.026007290716089565	10	10	0.41660096013003667	-0.05732004455034411	10	10	0.22784837375364264	-0.022430789186445296	10	10	0.4586604355634678	-0.12719587933962448	10	10	0.5052540646490549	-0.18246565144291768	10	10	0.20665764913246276	-0.18236553054378657	10	10
JPH3	all	0.28380853218076085	-0.0083136450196206	10	10	0.19475458160546988	-0.025063867185627652	10	10	0.09835238283668069	-0.020043098105620622	10	10	0.07552050616725377	-0.07451571883712907	10	10	0.47820161836157526	-0.053407033490611266	10	10	0.5826431159871446	-0.06962553104412361	10	10	0.036998251835071265	-0.22979749648570488	10	10	0.8268267424752225	-0.32848812647566555	10	10	0.29279679491417676	-0.3180760203513372	10	10
JUN	all	0.36899401346419436	0.038706037772692964	10	10	0.31086534938107224	0.04041368823202554	10	10	0.11798405478543073	0.027035768552696782	10	10	0.20135534146732914	-0.07177247726447057	10	10	0.29369098241689395	-0.05470550068751842	10	10	0.11996315644195046	-0.0536927816385002	10	10	0.5561679361502601	0.022590358024637703	10	10	0.7211324550271783	-0.04035342169984441	10	10	0.5621104560011834	-0.15283053037050207	10	10
JUNB	all	0.6528934724076785	0.02322837642888657	9	9	0.7750567631586712	0.014438162480973037	9	9	0.44448045571121286	0.01741280542612208	9	9	0.5829274097544964	-0.04415821097713094	10	10	0.23653934696575352	-0.0938489718486913	9	9	0.03738692442044054	-0.04714698624242838	9	9	0.8709384945867436	-0.0324358256977978	10	10	0.2900580795454677	-0.25599662880206314	9	9	0.10985181336893353	-0.1333584399619252	9	9
JUND	all	0.05351480564633566	0.036285164164855076	10	10	0.9863931486374271	0.013453131574628298	9	9	0.18716595617042386	0.014445572023796857	9	9	0.9355835653268948	-0.002322774011125156	10	10	0.6021950076390743	-0.014069219084442162	10	10	0.6775210477391007	-0.012466042207975522	10	10	0.36162063336176453	0.14388102489749324	10	10	0.5562474684041121	0.0005685926279512624	10	10	0.9951852337224741	0.11694045563307563	10	10
JUP	ENST00000310706.5,ENST00000393931.3	0.7653964123743847	-0.0271731077631	10	10	0.6649172347718417	0.008536461434323279	10	10	0.9914590002108942	-0.012789338536222938	10	10	0.12590134732839256	-0.048609636854009854	10	10	0.5439437990868653	0.10793348566778488	10	10	0.5587164457730511	-0.014838572223044189	10	10	0.07914414125957855	-0.30575909302240617	10	10	0.2525030176273889	0.2551206712548132	10	10	0.6624798204387876	-0.09144376333654096	10	10
JUP	ENST00000393930.1	0.36464026220202217	-0.006941991914051179	9	9	0.18234232773152703	-0.026512981596735184	9	9	0.13523770242759703	-0.02093803039620937	9	9	0.46293842301340304	0.023191498551464143	9	9	0.4325815179451018	0.01585400869258076	9	9	0.2702986831662637	0.013847310538492147	9	9	0.6444660397611686	-0.06770652534176683	9	9	0.61862096496495	0.0018406566687227584	9	9	0.6563200092848321	0.01846894340386605	9	9
KANK1	ENST00000382297.2	0.7294699507208189	0.008915385125059348	9	9	0.8845757186764289	-0.021738831390526278	9	9	0.7958010906512883	0.008253749383543982	9	9	0.1768103726699204	-0.05637732667555911	9	9	0.6850236284408382	-0.1122521295558852	9	9	0.4570949831539771	-0.06886457702349914	9	9	0.2786634336953595	-0.1424939337152391	9	9	0.581936075432244	-0.4089022522501118	9	9	0.7010429706940564	-0.26150992759334907	9	9
KANK1	ENST00000382303.1	0.5780725768391608	0.011687795788236907	10	10	0.6784392122222174	0.0683244155827668	10	10	0.7394056588660958	0.042179242256027476	10	10	0.1066000333380197	-0.10951835726688774	10	10	0.1036411166970922	-0.0352895526286737	10	10	0.10579940133650607	-0.10545577479642221	10	10	0.1903016641658022	-0.16285464139477043	10	10	0.6261327041820344	-0.0477975101161441	10	10	0.4203579517033521	-0.27366159445925214	10	10
KAT2B	all	0.037260276022679076	0.031532169571102144	10	10	0.8705825882906454	0.020374621757477507	10	10	0.03706481586676721	0.019160062362600035	10	10	0.6043109090509775	-0.02758587317301839	10	10	0.9453949707418661	-0.023878102450493394	10	10	0.8467119623729655	-0.019268763117795195	10	10	0.5524333594962738	0.08931719321123575	10	10	0.5861991861401374	0.007092071404083781	10	10	0.4143513850315247	0.022898910017484692	10	10
KAT6A	all	0.22121901683347334	-0.032386032427273885	9	9	0.2396238100850917	-0.020878196886886555	9	9	0.02656444907782496	-0.022195273663226284	9	9	0.988667161807946	0.0625045275338456	9	9	0.03026133961801435	-0.05791435584286375	9	9	0.2623113374882665	-0.06860799710698783	9	9	0.8791856256469567	0.07350020347670022	9	9	0.006854957251587647	-0.3725459953485702	9	9	0.025349951648776695	-0.2201711880527241	9	9
KAT6B	ENST00000372711.1	0.44155333751892833	0.02147354505330996	5	5	0.6069510350630336	0.007702657056024578	4	4	0.5155456744488232	0.004646992890070439	4	4	0.42411873651018017	0.04678590902272248	5	5	0.14473949138774808	0.10271905127260346	5	5	0.08230606558332064	0.08708692337390576	5	5	0.1376211204902652	0.12030740371567866	4	4	0.14281701853694354	0.24051591526841395	5	5	0.14948317222274796	0.11959103433278462	4	4
KAT6B	ENST00000372724.1,ENST00000287239.4,ENST00000372714.1	0.5266883472438604	-0.024551437902893197	10	10	0.09811995850920174	-0.05884350975102797	10	10	0.8357324906113115	-0.04699446734153372	10	10	0.15853207107676304	0.2871313489940254	10	10	0.6097046286961373	0.20328050828838493	10	10	0.8398223955634031	0.2324113135105229	10	10	0.016131003883929775	0.557872579162392	10	10	0.41476581562434	0.43051499020797257	10	10	0.6759571159826295	0.458718059100567	10	10
KAT6B	ENST00000372725.1	0.6308592641669235	-0.06896307895389668	10	10	0.023604807376927633	-0.06106725501725824	10	10	0.04801802643218691	-0.05641662238438611	10	10	0.2805464450248827	0.06416482780252515	9	9	0.2597444434246855	0.15309545310233333	9	9	0.04720638896305347	0.07474932123922128	9	9	0.6700521746113686	-0.21374463609289404	10	10	0.8954409147485993	-0.10465124160765472	10	10	0.4259476039270953	-0.1648932799303963	10	10
KAT7	all	0.23355835287771742	-0.059987204733247486	10	10	0.8356239294460489	-0.015632889665422176	10	10	0.3789824558221947	-0.027221922456111946	10	10	0.003336062818377971	0.18409995101550872	10	10	0.0029761593870160654	0.2518683816547422	10	10	0.0016536259828558951	0.26337726381443355	10	10	0.016829661873981036	0.5865914854752386	10	10	0.0005101743790230247	0.6429555776800854	10	10	0.0021067619570274447	0.6108476802959123	10	10
