		gamma	gamma	gamma	gamma	gamma	gamma	gamma	gamma	gamma	gamma	gamma	gamma	rho	rho	rho	rho	rho	rho	rho	rho	rho	rho	rho	rho	tau	tau	tau	tau	tau	tau	tau	tau	tau	tau	tau	tau
		Rep1	Rep1	Rep1	Rep1	Rep2	Rep2	Rep2	Rep2	ave_Rep1_Rep2	ave_Rep1_Rep2	ave_Rep1_Rep2	ave_Rep1_Rep2	Rep1	Rep1	Rep1	Rep1	Rep2	Rep2	Rep2	Rep2	ave_Rep1_Rep2	ave_Rep1_Rep2	ave_Rep1_Rep2	ave_Rep1_Rep2	Rep1	Rep1	Rep1	Rep1	Rep2	Rep2	Rep2	Rep2	ave_Rep1_Rep2	ave_Rep1_Rep2	ave_Rep1_Rep2	ave_Rep1_Rep2
		Mann-Whitney p-value	average phenotype of strongest 3	sgRNA count_MW	sgRNA count_avg	Mann-Whitney p-value	average phenotype of strongest 3	sgRNA count_MW	sgRNA count_avg	Mann-Whitney p-value	average phenotype of strongest 3	sgRNA count_MW	sgRNA count_avg	Mann-Whitney p-value	average phenotype of strongest 3	sgRNA count_MW	sgRNA count_avg	Mann-Whitney p-value	average phenotype of strongest 3	sgRNA count_MW	sgRNA count_avg	Mann-Whitney p-value	average phenotype of strongest 3	sgRNA count_MW	sgRNA count_avg	Mann-Whitney p-value	average phenotype of strongest 3	sgRNA count_MW	sgRNA count_avg	Mann-Whitney p-value	average phenotype of strongest 3	sgRNA count_MW	sgRNA count_avg	Mann-Whitney p-value	average phenotype of strongest 3	sgRNA count_MW	sgRNA count_avg
gene	transcripts																																				
pseudo_91	pseudo_transcript_0	0.9040538485592617	0.009610552155120829	9	9	0.7725091842035915	0.012329434524873914	9	9	0.8213899862198321	0.008866860781740806	9	9	0.7904703206118706	-0.011375452365910107	9	9	0.8636445893968101	-0.021692057118005748	9	9	0.9929285275913203	-0.016041769173283635	9	9	0.854410651887849	-0.007686303319296391	9	9	0.5836597190160864	-0.09189084066204362	9	9	0.8221091941535893	0.03341031424356163	9	9
pseudo_91	pseudo_transcript_1	0.8818616309261855	0.0230365515107869	10	10	0.05334201423508745	-0.04270151342734937	10	10	0.3076696492352117	-0.009601847625293475	10	10	0.1698193879108818	-0.0960594065412929	10	10	0.11129253931157136	0.062339176132757766	10	10	0.5909078560012254	-0.031792943172294086	10	10	0.17157042298409197	-0.2070410340713674	9	9	0.5072861513313291	0.1814432145921716	10	10	0.8030224857745035	0.07402432615357629	9	9
pseudo_910	pseudo_transcript_0	0.30578521196136477	-0.0824871482086391	10	10	0.6320142742110568	-0.031034575130604782	10	10	0.26780095585253016	-0.04864773688741595	10	10	0.811782367608144	-0.027313544099504265	9	9	0.008080416215138728	-0.13207929713109362	9	9	0.12479155342726642	-0.10271267511006295	9	9	0.9695063621225549	-0.10257162468309668	10	10	0.003301756033747925	-0.7030335095614323	10	10	0.15151863919608752	-0.532765378822775	10	10
pseudo_911	pseudo_transcript_0	0.45840751047193384	0.014108641613792688	10	10	0.7096062100498661	0.017652916029636524	10	10	0.8868164561197549	0.0107510449551381	10	10	0.7684781223950032	-0.05095941736957366	10	10	0.599701090410216	0.0035320545515947627	10	10	0.7315948714155931	-0.027444526957422128	10	10	0.8562247046705551	-0.045946948757888996	10	10	0.9338651141660675	-0.12848450359443678	10	10	0.8940666655587812	-0.0940658385841564	10	10
pseudo_911	pseudo_transcript_1	0.37852306811956316	-0.01175450444008505	10	10	0.7406707486503705	-0.02394526412676432	10	10	0.40172773908832926	-0.014466587001655698	10	10	0.9835634083490153	0.018829659951042507	10	10	0.023784438212608408	-0.09462725606892691	10	10	0.09409140167425778	-0.023927478565975584	10	10	0.7725087982625453	-0.09467533967523338	10	10	0.016910965894081757	-0.346015437158699	10	10	0.06279750572604345	-0.24604038162700004	10	10
pseudo_912	pseudo_transcript_0	0.622755186354438	0.0034219703014339207	10	10	0.13969793158337102	-0.04294554902323933	10	10	0.5586841592723794	-0.009954982578169456	10	10	0.8271965752305505	0.007121499123324976	10	10	0.6504378338424264	0.026941518885884513	10	10	0.7153968206298662	0.021386742665520236	10	10	0.5075812975713065	0.08223335689231008	10	10	0.4745580320518128	-0.022474981713818582	10	10	0.8883427192001645	0.07531819599609409	10	10
pseudo_913	pseudo_transcript_0	0.49203646431414116	-0.05467934989119614	10	10	0.6022953109602529	-0.01140746495334105	10	10	0.4673887459590267	-0.02354322595523077	10	10	0.12570547032884824	0.040088819511212306	10	10	0.08743547492319936	0.07249171920283841	10	10	0.045070449770712104	0.06662864211249225	10	10	0.8154923392611929	0.14496471766239738	10	10	0.21089920593897282	0.26097850336505796	10	10	0.22057762373866152	0.18021838916814228	10	10
pseudo_913	pseudo_transcript_1	0.6025582323081913	-0.010495204481354442	10	10	0.33936533113253664	0.01765404846436135	10	10	0.9737485702048683	0.0142741335691268	10	10	0.673648717548534	0.024290379200233744	10	10	0.26623260266958104	-0.024035163764780935	10	10	0.9384277566363407	-0.00016473923296730456	10	10	0.6214680651448043	-0.08729582051024493	10	10	0.980960665915383	-0.1102061914176121	9	9	0.32753843890803847	-0.01487845984081608	9	9
pseudo_914	pseudo_transcript_0	0.2029349614360061	0.03045167075231749	10	10	0.4417580350591407	-0.0066281510883260215	10	10	0.8147402012260968	0.0112420109685539	10	10	0.15027770666708073	0.05686170945425478	10	10	0.38644100992304686	0.026704600931739056	10	10	0.11508557336823126	0.07564690869183605	10	10	0.08352545643685363	0.37462327154468983	10	10	0.47652287938075033	0.05411061192820202	10	10	0.08590522598350672	0.21220239689938322	10	10
pseudo_915	pseudo_transcript_0	0.43283241332351496	0.021714110411579685	9	9	0.0684673869065266	-0.022717270598675943	9	9	0.5466042870693189	-0.004845837137144596	9	9	0.05101061165404388	0.1916792565416384	9	9	0.5799756867843731	0.007878549405911478	9	9	0.09575291202646069	0.09521050503277644	9	9	0.00261419106508096	0.46572175001184685	9	9	0.23409467176089227	-0.03245051622522279	9	9	0.08501417113004407	0.23017706912417976	9	9
pseudo_915	pseudo_transcript_1	0.5050433005715956	-0.02426384306794015	10	10	0.8780426068187148	-0.00843255323125081	10	10	0.6043259229464544	-0.007808263051248908	10	10	0.19541142226072827	-0.07547525489183379	10	10	0.8266413446012602	-0.029026883753611916	10	10	0.3414176194696129	-0.008292592055584682	10	10	0.18443984932625057	-0.1728241028146095	10	10	0.9990496060005754	-0.04625246158039515	10	10	0.3737461721186607	-0.037906785891884336	10	10
pseudo_916	pseudo_transcript_0	0.8017374747200224	-0.004970158079220507	10	10	0.8495106889844111	-0.008031739578180664	10	10	0.9503667722730773	-0.001104485623418103	10	10	0.5908364280523275	-0.0265858681309943	10	10	0.8040725661451029	0.07323962877368495	10	10	0.37018067490250817	-0.056736918936928116	10	10	0.8794116812027091	-0.048819652445974394	10	10	0.6966100140888802	0.20227043237359768	10	10	0.539012381146049	0.022754885995168155	10	10
pseudo_916	pseudo_transcript_1	0.5456485279175786	-0.00879714211194886	10	10	0.44810583063223897	0.011596171850907479	10	10	0.3492362102317106	0.006508374522919184	10	10	0.5675277251934839	0.03078938850746503	10	10	0.37992434701474564	0.054642132966878164	10	10	0.8429525271674814	0.02285820390138434	10	10	0.793001292362556	-0.059044926783753726	10	10	0.175758074956187	0.17042445153551147	10	10	0.42175130527385307	0.0467738133503357	10	10
pseudo_917	pseudo_transcript_0	0.569748328108708	-0.00624229572106403	10	10	0.678150401782982	-0.0011389774220546278	10	10	0.7114503387895557	0.0032899451381801625	10	10	0.6774134804080734	-0.01638661550094458	10	10	0.9447610372932207	0.012016109162072762	10	10	0.8043294653372354	0.017558232161795435	10	10	0.9134331334345512	0.094865440332909	10	10	0.9768769777781454	-0.07715885278399588	10	10	0.9707967634966814	0.12251315432258512	10	10
pseudo_918	pseudo_transcript_0	0.32427468698276707	0.014285928947819852	8	8	0.9841543151313092	0.011985210104026171	8	8	0.4655704067253188	0.011383745481092044	8	8	0.6330769374534999	-0.022442790434155067	8	8	0.5128038632144343	-0.1186982124060661	8	8	0.5380698903437233	-0.04030887377978574	8	8	0.7742430794219826	0.13967113235263576	7	7	0.4690040011458708	-0.18512364274036153	8	8	0.7690385870059878	-0.08936219210598724	7	7
pseudo_919	pseudo_transcript_0	0.9850333210690458	-0.002858531870071273	3	3	0.20049173195805514	0.015799949117783083	3	3	0.3830558711910097	0.006470708623855904	3	3	0.5642735465682378	-0.03329908379850997	3	3	0.9424765485929052	-0.0003507731202561741	3	3	0.5922822348713765	-0.016824928459383066	3	3	0.676744049602862	-0.09237408623506908	3	3	0.4790385763427498	0.06417273194825414	3	3	0.8608769728504304	-0.014100677143407472	3	3
pseudo_919	pseudo_transcript_1	0.10788850687601947	0.021386225070386834	4	4	0.9496615423779582	0.0002449101429127237	4	4	0.2024168616522114	0.009656838526716676	4	4	0.2104140379484416	-0.05184317011384379	4	4	0.2937369037469363	-0.03348915556596097	4	4	0.08882828071247614	-0.04266616283990238	4	4	0.6044311399243247	-0.052801402896576116	4	4	0.39045540579662386	-0.12942264416701407	4	4	0.24569685346782932	-0.0911120235317951	4	4
pseudo_919	pseudo_transcript_2	0.20842957052264366	-0.02589178191192216	2	2	0.7213357836604755	-0.0052826916017699056	1	1	0.6688935938948839	-0.00427454664928691	1	1	0.5672067698809009	0.02102562582787	2	2	0.7149353234754474	0.013008231537142778	2	2	0.5871057857382761	0.017016928682506385	2	2	0.7156018849238359	-0.031271061622057665	2	2	0.6111597593473954	0.06919174436184561	2	2	0.84337112409256	0.018960341369893968	2	2
pseudo_919	pseudo_transcript_3	0.30535266844187137	0.003802925257635318	9	9	0.12007597480860228	-0.005545349747232995	9	9	0.9739860533663384	-0.01181484125446249	9	9	0.41384121977050614	-0.09932057701888909	9	9	0.6739495202880295	-0.03500936441597824	9	9	0.6912627595085841	-0.02814760146427861	9	9	0.5208614659729849	0.03768036950534732	9	9	0.8237412717786702	-0.08673606825458306	9	9	0.5486145578840211	-0.0638395688781845	9	9
pseudo_919	pseudo_transcript_4	0.9770533511198153	0.0004798387781092726	1	1	0.8717453135533972	0.0025692841521392654	1	1	0.9098672665922178	0.001524561465124269	1	1	0.6810603228007703	-0.01987793265412868	1	1	0.5292522804971904	0.027760081230814523	1	1	0.8899150332651188	0.003941074288342922	1	1	0.6990635181890986	-0.043972821515249526	1	1	0.49795903055621604	0.09728680989465696	1	1	0.7926008104587515	0.026656994189703718	1	1
pseudo_92	pseudo_transcript_0	0.4011186748095903	0.02584205154722434	10	10	0.9330378631663658	-0.00714272183142943	10	10	0.297995959858649	0.006972761868921494	10	10	0.6739380188783535	0.01736276699716587	10	10	0.780137622518664	-0.03281742836333548	10	10	0.7649564600378269	-0.022250169334187626	10	10	0.44174731708336834	0.08206019461258748	9	9	0.6476698408589951	-0.20464307600100137	10	10	0.7775402175341608	-0.06591856305678638	9	9
pseudo_920	pseudo_transcript_0	0.2697263176364758	0.011739114585891853	4	4	0.7164822387216652	-0.00799584364587892	4	4	0.621894411772346	0.00387375038229185	4	4	0.44448587728068645	-0.0358945823133611	4	4	0.9471760587751784	0.004431889321608328	4	4	0.7077915263677306	-0.022895276896415295	4	4	0.8129520174125593	-0.07261490326265467	4	4	0.9804243442504683	-0.026710526918757832	4	4	0.9903360478718313	-0.02578096356425967	4	4
pseudo_920	pseudo_transcript_1	0.7663577172749466	-0.016660129175808735	7	7	0.4928321182917025	-0.00888789834065562	7	7	0.5608357629684804	-0.0052362608432394465	7	7	0.685598995913032	-0.03070766539832988	7	7	0.7304846937441969	-0.015633329264682517	7	7	0.5907117854981885	-0.01638142821450228	7	7	0.7087428245760135	-0.0683185068758499	7	7	0.4743208526370386	-0.0715193096456354	7	7	0.3942051061773597	-0.03893836604273734	7	7
pseudo_920	pseudo_transcript_2	0.6185812036177014	0.005429562855317221	10	10	0.43778818883322	0.013122418560712315	10	10	0.4285030832909331	0.015757039487459722	10	10	0.3932264944454815	0.04370674814038689	10	10	0.9121698790763393	-0.02744251770037767	10	10	0.49700767637988075	0.011902015285536733	10	10	0.24834092363336557	0.04509027473785482	10	10	0.6118494227924411	-0.06555308096851359	9	9	0.3577325699756705	0.019060030459983928	9	9
pseudo_920	pseudo_transcript_3	0.5939021078248766	-0.006724466052998426	3	3	0.14550207984574948	0.028331912216726308	3	3	0.44089487308600916	0.010803723081863942	3	3	0.03458978141204198	-0.07317692181618417	3	3	0.8314609283932756	-0.036537560725509205	3	3	0.1567407418366447	-0.054857241270846686	3	3	0.03542193077151783	-0.2138579928978274	3	3	0.4808458610088857	0.003031119262759322	3	3	0.46689442952754423	-0.10541343681753407	3	3
pseudo_921	pseudo_transcript_0	0.10562558002182423	0.004671746099706057	9	9	0.7124680446181705	0.0016451787627887436	9	9	0.5078288418699923	0.0014127462424654142	9	9	0.8774866633527393	0.02169835371093529	9	9	0.9210628635553952	-0.04818651406645371	9	9	0.8715875643016361	-0.02246338401317168	9	9	0.6411565004891713	-0.0003054328214778986	9	9	0.44731619877267337	-0.11871219248314964	9	9	0.9952614035259313	-0.06430869899225981	9	9
pseudo_922	pseudo_transcript_0	0.1099015750765847	-0.02974204010667923	9	9	0.6075265749817539	-0.09442084799053953	10	10	0.36650984332061876	-0.02403061190801113	9	9	0.8689297860082237	-0.024949417990994923	9	9	0.9728680517871308	0.017709185926206312	9	9	0.9189850856081453	0.010034504034786326	9	9	0.5094761509516572	-0.10814088529012611	9	9	0.6104635043676412	-0.3636406467964401	10	10	0.8565914215814354	-0.10022532889215623	9	9
pseudo_923	pseudo_transcript_0	0.7533922709208372	-0.002025722505023936	10	10	0.1332587685461251	0.030356699583903288	10	10	0.18060714053464588	0.007783918711962933	10	10	0.5555093524523085	0.003459852741785077	10	10	0.2498128135732407	0.06162142235988163	10	10	0.33295548401278297	0.018025405455546498	10	10	0.5580398270104516	0.04128749362909536	10	10	0.05320857346304761	0.24033436952064524	10	10	0.13232609143489504	0.18894031734259062	10	10
pseudo_923	pseudo_transcript_1	0.6370369982609759	0.0023025452970522873	10	10	0.6949778253615392	-0.01364736594034821	10	10	0.5791237005563744	-0.014741507796803466	10	10	0.2684386831282263	0.043149206228879	9	9	0.8396926092923331	0.02973016708349262	10	10	0.28013917800626165	0.035510618946850814	9	9	0.8294340958744694	0.07692342379891458	10	10	0.8420141193917214	-0.08568280467587985	10	10	0.6583993806460385	0.04774424225509	10	10
pseudo_924	pseudo_transcript_0	0.5684110824501376	0.006715367110777948	10	10	0.7854773130996625	-0.006158602606124566	10	10	0.9990509821118528	-0.006323197676672016	10	10	0.07429089149282243	0.013276497672861792	10	10	0.12713135122822689	-0.01775319150373839	10	10	0.6484819166876437	-0.029340577594305046	10	10	0.07194339023434586	0.08598241931768842	10	10	0.10808700378265744	-0.19901687590645686	10	10	0.9259587348871403	-0.06680788245635101	10	10
pseudo_925	pseudo_transcript_0	0.6356307261251022	0.012292093813052164	10	10	0.9020465953143179	0.010337088517379136	10	10	0.8227518392621807	-0.007190687922955343	10	10	0.5979689592086324	-0.034631315258053165	10	10	0.46011046766697783	-0.04140152478071147	10	10	0.4799259135133038	-0.03868575134384775	10	10	0.7001917964833126	-0.17130429821028506	10	10	0.5774880396495843	-0.1260377729062099	10	10	0.6080014318667937	-0.21518648749289446	10	10
pseudo_926	pseudo_transcript_0	0.07046054858719379	0.017103003308255135	10	10	0.7620261889870052	-0.006451702918706129	9	9	0.04294003417856979	0.017914922847485203	9	9	0.7873120985192684	-0.001828857702799544	10	10	0.5030293780745954	-0.07899091093399278	9	9	0.7188454530045858	-0.03955584735326881	9	9	0.5799203095179484	0.07922302246634912	10	10	0.5572146268588263	-0.15579711574576163	9	9	0.820129609856665	-0.07101454961904363	9	9
pseudo_927	pseudo_transcript_0	0.6039378089677783	-0.087445511186929	9	9	0.9220673158170828	-0.1159610017368325	10	10	0.9499970888929212	-0.1093156907645711	9	9	0.01466305387273816	0.08916042621018133	9	9	0.6307795104035161	0.010255922960743616	10	10	0.04585962582239171	0.10415294296402033	9	9	0.16355673287741546	-0.0715460103672723	9	9	0.8663411788506264	-0.10934546048371689	9	9	0.34156071859795634	-0.11609606264065708	9	9
pseudo_928	pseudo_transcript_0	0.9525357761941035	0.007516945492970159	10	10	0.5935314222600304	-0.005420927111761385	10	10	0.5683222952087637	-0.001383011461351986	10	10	0.3759001719972834	-0.0691023117320108	10	10	0.17161655469467096	-0.052836613571832676	10	10	0.09647422105795148	-0.05709766460129356	10	10	0.3561976512018602	-0.16161951238898906	10	10	0.15519177157008224	-0.29590809169102805	10	10	0.08386832395214112	-0.1834829724200484	10	10
pseudo_928	pseudo_transcript_1	0.09684830835874098	-0.013020564624289133	10	10	0.04545859478237998	0.015250648222554083	10	10	0.9491039266495314	0.009470444439457826	10	10	0.9324332782694607	-0.007732148184208254	10	10	0.05647033531140709	-0.138285506670789	10	10	0.4222758896843739	-0.06683138161785702	10	10	0.7179727863977768	-0.19461346875194918	10	10	0.4861650139524447	-0.458731552757704	10	10	0.9227633076062883	-0.4067550766924451	10	10
pseudo_929	pseudo_transcript_0	0.7450245085587309	-0.02297538031936294	10	10	0.24969934396752624	0.025266533495494976	10	10	0.5624228748269575	-0.00490954140711954	10	10	0.35306538227976747	0.029217081957305366	10	10	0.5052882811274012	-0.04024978845432972	10	10	0.25483673922407535	0.009703473922964117	10	10	0.2636721962098941	-0.09342233795770997	10	10	0.25233844216995727	-0.1352573990506972	10	10	0.16381671833683475	0.039111259796762325	10	10
pseudo_93	pseudo_transcript_0	0.2326540983397637	0.01869343834141145	6	6	0.8343707745169848	0.006655938120998273	6	6	0.5760056510500104	0.005784310927774168	6	6	0.1779419909619574	0.01637092405812608	6	6	0.26172902634846273	-0.07105853242687474	6	6	0.9748189070243327	-0.013595147032095791	6	6	0.07394546089199863	0.1681965127086731	6	6	0.1819900715518935	-0.21255525675742856	6	6	0.9307821780490427	0.029666248576551302	6	6
pseudo_93	pseudo_transcript_1	0.8356828144935765	0.004525882722138453	6	6	0.40840317481864263	-0.004930997904880707	6	6	0.5510852347903803	-0.00039908405674292727	6	6	0.46513657910906137	0.022671382880743222	6	6	0.9848024582829988	-0.001368613897559381	6	6	0.5681634306047725	0.013001073324241991	6	6	0.5033233107130813	0.08535852438547757	6	6	0.8449405279904675	-0.04976156744752719	6	6	0.799232255471586	0.05193927363951616	6	6
pseudo_93	pseudo_transcript_2	0.6488620045141896	-0.0055193538424070905	4	4	0.7708360879388311	-0.004910807311166056	4	4	0.7558172864497454	-0.005215080576786573	4	4	0.5069674906156316	-0.053441111602567176	4	4	0.8706805192151712	0.0024980516619956075	4	4	0.6965032333005009	-0.0258723041858766	4	4	0.375329698136991	-0.13704664019350368	4	4	0.8656064916756818	-0.00909135425543108	4	4	0.4266443273084376	-0.0544583037131261	4	4
pseudo_930	pseudo_transcript_0	0.8737802567487598	-0.011579436667716861	10	10	0.6367930634465702	0.0007295431523414338	10	10	0.9377444477791961	-0.0048135485473058395	10	10	0.5362812061323292	0.07109422467957553	10	10	0.7025534595016756	-0.0625796129314861	10	10	0.5619508841125351	-0.029307937155074477	10	10	0.5569697953588272	0.0715653119435831	10	10	0.4380833847787111	-0.41693311433127317	10	10	0.5523834966243614	-0.12184628144931564	10	10
pseudo_931	pseudo_transcript_0	0.243128017198459	-0.019192758700458293	5	5	0.9336348434052637	0.0012245389188133553	5	5	0.32505825992005344	-0.01147638536709599	5	5	0.2821699925382989	0.02949572745750535	5	5	0.39647132159855836	-0.054816252888225114	5	5	0.7946487865150536	0.0015763928278807761	5	5	0.7761503843732711	0.04686991033269863	5	5	0.38386846246365236	-0.15288772809100865	5	5	0.7993335708376177	-0.07083406349235079	5	5
pseudo_931	pseudo_transcript_1	0.485601076826928	-0.002331543753675594	10	10	0.3805304323824099	0.03909799130940874	10	10	0.38329389135911074	0.011390041148383932	10	10	0.7693863888434594	0.010501345320619129	10	10	0.20755764501584828	-0.09208661807650376	10	10	0.3862065423302834	-0.016096680969741917	10	10	0.6530202797718747	0.05470299223871281	10	10	0.46552874895986196	-0.08400137431326123	10	10	0.7296637052493493	-0.08621349528338529	10	10
pseudo_931	pseudo_transcript_2	0.9168040005506839	-0.02404049782938165	10	10	0.47987359221740256	-0.01601788741244011	10	10	0.2750577331399783	-0.007467060255234286	10	10	0.7226026184626453	-0.0604925678939831	10	10	0.14216587896647115	0.04223161643199455	10	10	0.718985630360719	0.10337436840868686	10	10	0.7603486914094792	-0.12389420626816965	10	10	0.09465166541099605	0.32254137306346237	9	9	0.5373626942868713	0.24261068039553454	9	9
pseudo_932	pseudo_transcript_0	0.8499272322808717	-0.011619287459120761	10	10	0.5519308505416454	-0.027409622459810424	10	10	0.9946222714158268	-0.037347323175711204	10	10	0.412410409760656	-0.05440621736762182	9	9	0.7639907349273897	-0.04763051496155618	10	10	0.21234779268131687	-0.031245938704296667	9	9	0.3257240216502435	-0.1472241859896974	10	10	0.3767892073074248	-0.15787804957150295	10	10	0.08046759382959923	-0.0495890200673059	10	10
pseudo_933	pseudo_transcript_0	0.2495556201591591	-0.012373910386605602	10	10	0.8504381866694285	-0.01179014297286308	10	10	0.5281792061145597	-0.013693344906373042	10	10	0.5775018433931373	0.02355318166656377	10	10	0.12301604841461598	0.07506032739296321	10	10	0.14504187137395577	0.05256452321693603	10	10	0.9282922142522808	0.09973805996619402	10	10	0.18703914459634585	0.3093137600422578	10	10	0.3028776500986048	0.1755348086263329	10	10
pseudo_934	pseudo_transcript_0	0.5404204229683969	-0.01594019751219316	10	10	0.6489472904383127	0.03119619414219001	10	10	0.8768049283964388	0.0035504652216742896	10	10	0.6204360546592416	0.009868203356965312	10	10	0.4757343713081005	0.07837393718295686	10	10	0.567361646061065	0.0836304116848614	10	10	0.8006853433893173	-0.10481731490003825	10	10	0.28121813673436524	0.24202651595362065	10	10	0.6136414163086077	0.26667067306591047	10	10
pseudo_934	pseudo_transcript_1	0.48461506647735475	-0.07897470950164008	10	10	0.7439508981917426	-0.08653705487215789	10	10	0.4481803816481922	-0.07396986237886057	10	10	0.8201043735341788	0.05120510702674077	10	10	0.9577630745522122	0.011526458912670226	10	10	0.7358143104224986	0.05875140178534055	10	10	0.5625985700492064	0.02328835387917098	10	10	0.6343145421255686	-0.422944029052514	10	10	0.49734404623426165	-0.20454820045742847	10	10
pseudo_935	pseudo_transcript_0	0.7417453273736182	-0.005218923901678979	10	10	0.12952695833183558	0.034512796309280135	10	10	0.29469523602901515	0.025838295938522896	10	10	0.5438794876497732	-0.08787019394720436	10	10	0.4853960208224043	-0.040591834945976416	10	10	0.36211411657421166	-0.06474757546680689	10	10	0.8725065135996793	-0.14902751555158067	10	10	0.9073871109411857	0.09667509691142277	10	10	0.7460524413465538	0.019524225430678683	10	10
pseudo_936	pseudo_transcript_0	0.140302541850083	-0.08352606090526048	10	10	0.7090189700634312	-0.07496347145932393	10	10	0.29141910344544153	-0.06114305950387925	10	10	0.7331803506846696	0.01789030751446746	9	9	0.2427482882525337	-0.07675962085223369	9	9	0.3738722105333888	-0.03684271952349371	9	9	0.4048053365325127	-0.23068869705082926	9	9	0.5134080841157674	-0.47302200531803096	10	10	0.744578901163619	-0.5220381975254518	9	9
pseudo_937	pseudo_transcript_0	0.7110100578805398	-0.006993307871068918	6	6	0.32823910961039726	-0.0411100056250265	6	6	0.11217410186696891	-0.017905354554007307	6	6	0.43986785715585774	-0.032826318855198176	6	6	0.7277727031263161	-0.011271265428857744	5	5	0.7230316256774758	-0.027056799790564662	5	5	0.4248846085396678	-0.10732953478779556	6	6	0.3311850067377806	-0.2668944147292758	6	6	0.21135107830869682	-0.20106598235277015	6	6
pseudo_937	pseudo_transcript_1	0.16553354648283036	-0.008829703830065781	6	6	0.9050063419205165	0.007053140577461412	6	6	0.2796798589575875	-0.004520288375279859	6	6	0.3968839906507443	-0.007797686209568662	6	6	0.651258557778517	-0.003419888101752311	6	6	0.7175728280914193	-0.010284123618579477	6	6	0.26635194942542106	-0.10691425582995306	6	6	0.588120991857684	-0.020617293307836695	6	6	0.5335546983549463	-0.03610243006349202	6	6
pseudo_937	pseudo_transcript_2	0.660133911468471	-0.01180350371679111	4	4	0.7828132581934024	-0.00722788384265063	4	4	0.827430066254891	-0.010920134805163836	4	4	0.12728760346578058	0.05955008433439049	4	4	0.2245010500619976	0.03847530822905795	4	4	0.0652303191069213	0.04901269628172422	4	4	0.26976964711782403	0.12428200358480691	4	4	0.36828704354094943	0.07849632116508577	4	4	0.13627460363715688	0.10022046033625265	4	4
pseudo_938	pseudo_transcript_0	0.49352801441444716	0.006959227840809577	10	10	0.8199474552268508	0.00971881214189775	10	10	0.5132514101857325	0.005918553795264125	10	10	0.7081099221000424	0.01383225118697075	10	10	0.40594660103479663	-0.1299676795106589	10	10	0.2687870392703988	-0.06633340245851206	10	10	0.9552250869414981	-0.03211188332492857	10	10	0.43410668926712503	-0.3798373074694832	10	10	0.35754523042196806	-0.18779061862833488	10	10
pseudo_939	pseudo_transcript_0	0.6009113898467309	-0.014641425031596355	10	10	0.33936533113253664	0.016441177419445906	10	10	0.9863980659554482	0.0080328400778496	10	10	0.12289190761391587	0.06542437612043155	10	10	0.6556070794712456	0.0317894136758245	10	10	0.19319794818882252	0.026332723102314253	10	10	0.36921429965296526	0.24818213175941528	10	10	0.48096002972152785	0.12125989812673936	10	10	0.1449725784603229	0.07492612005604894	10	10
pseudo_94	pseudo_transcript_0	0.26116441061538564	-0.021607635803241144	5	5	0.21616407165846707	0.07564294753717692	5	5	0.6306415781059356	0.030002732792142228	5	5	0.9717909919722338	-0.003353541704537264	5	5	0.08633389190904661	-0.124674116133858	5	5	0.11246965563266308	-0.060093367650130736	5	5	0.5389669228966463	-0.05292651438554905	5	5	0.8606803310049553	-0.11951688242079513	5	5	0.5960575150839209	-0.07819436724263233	5	5
pseudo_94	pseudo_transcript_1	0.1877101174680631	0.023599139808845888	10	10	0.5732229698844846	-0.012513438085417258	10	10	0.7969389169339575	0.00969143980426112	10	10	0.9217305084671478	-0.09150694948421927	10	10	0.7317097782681055	-0.04712035617648306	10	10	0.7600749931989533	-0.01821436526248153	10	10	0.7052135653151657	-0.09957815780761647	10	10	0.9319710477581302	-0.13453546933713897	10	10	0.8490847371926815	-0.021181832850235477	10	10
pseudo_94	pseudo_transcript_2	0.8533269414743974	-0.017508253498617867	10	10	0.9638166171270626	0.001194161682040207	10	10	0.9958876063894813	-0.010875706479780242	10	10	0.22027419744035892	0.025489682162402674	10	10	0.8976589029817822	-0.02941635220560465	10	10	0.3945981586388343	0.04835684512796664	10	10	0.2846330261621891	0.10845298513274133	10	10	0.8805242396042319	-0.07440683365444653	9	9	0.7912336131842773	0.07271399012228448	9	9
pseudo_940	pseudo_transcript_0	0.8320490716561417	-0.004328849709850056	10	10	0.5181814923696466	0.017777313002076186	10	10	0.5224910071033619	-0.0012095185604334886	10	10	0.45781321702725186	-0.033766047007287435	10	10	0.9533219157075974	-0.02232512890970047	10	10	0.8130127313387725	0.022064100589416675	10	10	0.8487301745174728	-0.029024407061849167	10	10	0.5848340560140992	-0.07633385018277626	10	10	0.7674682739788696	0.05917937141848247	10	10
pseudo_941	pseudo_transcript_0	0.9139892675591684	-0.07017789703207976	10	10	0.9205012504588391	-0.04461424956752211	10	10	0.9125498200440586	-0.06068684133016993	10	10	0.852190560077267	-0.033689385552097544	9	9	0.32935511339597545	-0.028165236300780962	9	9	0.6646968596786123	-0.026184506831910596	9	9	0.9049103938777241	-0.2059368131257703	10	10	0.18930460523877957	-0.46255844173786437	10	10	0.3377234191213766	-0.279551254997875	10	10
